class_name,source_image_name,output_image_name,source_image_path,source_label_path,output_image_path,output_label_path,diversity_score,selected_rank,feature_backbone,selection_method
D00,D00_D00_longitudinal_crack_China_MotorBike_000526_prompt01_seed7150028154047465183_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000526_prompt01_seed7150028154047465183_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt01_seed7150028154047465183_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt01_seed7150028154047465183_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt01_seed7150028154047465183_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt01_seed7150028154047465183_00001_.txt,0.3919489085674286,31,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_001743_prompt07_seed5260036322447665275_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001743_prompt07_seed5260036322447665275_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001743_prompt07_seed5260036322447665275_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001743_prompt07_seed5260036322447665275_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_001743_prompt07_seed5260036322447665275_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001743_prompt07_seed5260036322447665275_00001_.txt,0.38940924406051636,32,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_001901_prompt09_seed4078787054999301088_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001901_prompt09_seed4078787054999301088_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt09_seed4078787054999301088_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt09_seed4078787054999301088_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt09_seed4078787054999301088_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt09_seed4078787054999301088_00001_.txt,0.3850032687187195,33,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_001522_prompt08_seed73533487664058518_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001522_prompt08_seed73533487664058518_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001522_prompt08_seed73533487664058518_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001522_prompt08_seed73533487664058518_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_001522_prompt08_seed73533487664058518_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001522_prompt08_seed73533487664058518_00001_.txt,0.38399457931518555,34,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000274_prompt09_seed8605830084702779735_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000274_prompt09_seed8605830084702779735_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000274_prompt09_seed8605830084702779735_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000274_prompt09_seed8605830084702779735_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000274_prompt09_seed8605830084702779735_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000274_prompt09_seed8605830084702779735_00001_.txt,0.3811744451522827,35,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000623_prompt10_seed650331090655507436_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000623_prompt10_seed650331090655507436_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000623_prompt10_seed650331090655507436_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000623_prompt10_seed650331090655507436_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000623_prompt10_seed650331090655507436_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000623_prompt10_seed650331090655507436_00001_.txt,0.37954580783843994,36,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_001743_prompt08_seed3770579655946960658_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001743_prompt08_seed3770579655946960658_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001743_prompt08_seed3770579655946960658_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001743_prompt08_seed3770579655946960658_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_001743_prompt08_seed3770579655946960658_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001743_prompt08_seed3770579655946960658_00001_.txt,0.3750483989715576,37,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_001313_prompt11_seed7596300050706753707_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001313_prompt11_seed7596300050706753707_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001313_prompt11_seed7596300050706753707_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001313_prompt11_seed7596300050706753707_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_001313_prompt11_seed7596300050706753707_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001313_prompt11_seed7596300050706753707_00001_.txt,0.3733375072479248,38,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000157_prompt06_seed1151677439273097941_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000157_prompt06_seed1151677439273097941_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000157_prompt06_seed1151677439273097941_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000157_prompt06_seed1151677439273097941_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000157_prompt06_seed1151677439273097941_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000157_prompt06_seed1151677439273097941_00001_.txt,0.3699796795845032,39,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt10_seed3409083804591785037_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt10_seed3409083804591785037_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt10_seed3409083804591785037_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt10_seed3409083804591785037_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt10_seed3409083804591785037_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt10_seed3409083804591785037_00001_.txt,0.36819177865982056,40,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_001313_prompt07_seed2020470838320873748_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001313_prompt07_seed2020470838320873748_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001313_prompt07_seed2020470838320873748_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001313_prompt07_seed2020470838320873748_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_001313_prompt07_seed2020470838320873748_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001313_prompt07_seed2020470838320873748_00001_.txt,0.36464691162109375,41,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000526_prompt09_seed2214076810781050793_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000526_prompt09_seed2214076810781050793_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt09_seed2214076810781050793_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt09_seed2214076810781050793_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt09_seed2214076810781050793_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt09_seed2214076810781050793_00001_.txt,0.3645385503768921,42,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_001013_prompt11_seed2610179448429046611_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001013_prompt11_seed2610179448429046611_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001013_prompt11_seed2610179448429046611_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001013_prompt11_seed2610179448429046611_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_001013_prompt11_seed2610179448429046611_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001013_prompt11_seed2610179448429046611_00001_.txt,0.36385074257850647,43,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_001445_prompt09_seed7702030857965405085_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001445_prompt09_seed7702030857965405085_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001445_prompt09_seed7702030857965405085_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001445_prompt09_seed7702030857965405085_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_001445_prompt09_seed7702030857965405085_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001445_prompt09_seed7702030857965405085_00001_.txt,0.36366456747055054,44,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_001901_prompt12_seed5391386138894888597_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001901_prompt12_seed5391386138894888597_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt12_seed5391386138894888597_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt12_seed5391386138894888597_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt12_seed5391386138894888597_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt12_seed5391386138894888597_00001_.txt,0.3631893992424011,45,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000551_prompt02_seed7690504852002174058_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000551_prompt02_seed7690504852002174058_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000551_prompt02_seed7690504852002174058_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000551_prompt02_seed7690504852002174058_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000551_prompt02_seed7690504852002174058_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000551_prompt02_seed7690504852002174058_00001_.txt,0.36246705055236816,46,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000623_prompt12_seed2421887852800417637_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000623_prompt12_seed2421887852800417637_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000623_prompt12_seed2421887852800417637_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000623_prompt12_seed2421887852800417637_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000623_prompt12_seed2421887852800417637_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000623_prompt12_seed2421887852800417637_00001_.txt,0.36016085743904114,47,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000208_prompt11_seed5927970260958949096_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000208_prompt11_seed5927970260958949096_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000208_prompt11_seed5927970260958949096_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000208_prompt11_seed5927970260958949096_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000208_prompt11_seed5927970260958949096_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000208_prompt11_seed5927970260958949096_00001_.txt,0.3578363060951233,48,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000364_prompt11_seed7150641389121594847_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000364_prompt11_seed7150641389121594847_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000364_prompt11_seed7150641389121594847_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000364_prompt11_seed7150641389121594847_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000364_prompt11_seed7150641389121594847_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000364_prompt11_seed7150641389121594847_00001_.txt,0.35736292600631714,49,lpips_alex,Greedy Farthest Point Sampling
D00,D00_D00_longitudinal_crack_China_MotorBike_000526_prompt02_seed4990001939039858438_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000526_prompt02_seed4990001939039858438_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt02_seed4990001939039858438_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt02_seed4990001939039858438_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt02_seed4990001939039858438_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt02_seed4990001939039858438_00001_.txt,0.35703861713409424,50,lpips_alex,Greedy Farthest Point Sampling
D10,D10_D10_transverse_crack_China_MotorBike_000096_prompt04_seed588271803379077475_00001_.png,D10_D10_transverse_crack_China_MotorBike_000096_prompt04_seed588271803379077475_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000096_prompt04_seed588271803379077475_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000096_prompt04_seed588271803379077475_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D10_D10_transverse_crack_China_MotorBike_000096_prompt04_seed588271803379077475_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D10_D10_transverse_crack_China_MotorBike_000096_prompt04_seed588271803379077475_00001_.txt,0.0,1,lpips_alex,Greedy Farthest Point Sampling
D10,D10_D10_transverse_crack_China_MotorBike_001286_prompt04_seed8767094390006542121_00001_.png,D10_D10_transverse_crack_China_MotorBike_001286_prompt04_seed8767094390006542121_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_001286_prompt04_seed8767094390006542121_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_001286_prompt04_seed8767094390006542121_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D10_D10_transverse_crack_China_MotorBike_001286_prompt04_seed8767094390006542121_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D10_D10_transverse_crack_China_MotorBike_001286_prompt04_seed8767094390006542121_00001_.txt,0.7320464849472046,2,lpips_alex,Greedy Farthest Point Sampling
D10,D10_D10_transverse_crack_China_MotorBike_000803_prompt08_seed188800194484622347_00001_.png,D10_D10_transverse_crack_China_MotorBike_000803_prompt08_seed188800194484622347_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000803_prompt08_seed188800194484622347_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000803_prompt08_seed188800194484622347_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D10_D10_transverse_crack_China_MotorBike_000803_prompt08_seed188800194484622347_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D10_D10_transverse_crack_China_MotorBike_000803_prompt08_seed188800194484622347_00001_.txt,0.5840389728546143,3,lpips_alex,Greedy Farthest Point Sampling
D10,D10_D10_transverse_crack_China_MotorBike_001110_prompt02_seed1327742821513722596_00001_.png,D10_D10_transverse_crack_China_MotorBike_001110_prompt02_seed1327742821513722596_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_001110_prompt02_seed1327742821513722596_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_001110_prompt02_seed1327742821513722596_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D10_D10_transverse_crack_China_MotorBike_001110_prompt02_seed1327742821513722596_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D10_D10_transverse_crack_China_MotorBike_001110_prompt02_seed1327742821513722596_00001_.txt,0.5519745349884033,4,lpips_alex,Greedy Farthest Point Sampling
D10,D10_D10_transverse_crack_China_MotorBike_000889_prompt11_seed2863979856642231581_00001_.png,D10_D10_transverse_crack_China_MotorBike_000889_prompt11_seed2863979856642231581_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000889_prompt11_seed2863979856642231581_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000889_prompt11_seed2863979856642231581_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D10_D10_transverse_crack_China_MotorBike_000889_prompt11_seed2863979856642231581_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D10_D10_transverse_crack_China_MotorBike_000889_prompt11_seed2863979856642231581_00001_.txt,0.5456235408782959,5,lpips_alex,Greedy Farthest Point Sampling
D10,D10_D10_transverse_crack_China_MotorBike_000326_prompt09_seed4042359884927428582_00001_.png,D10_D10_transverse_crack_China_MotorBike_000326_prompt09_seed4042359884927428582_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000326_prompt09_seed4042359884927428582_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000326_prompt09_seed4042359884927428582_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D10_D10_transverse_crack_China_MotorBike_000326_prompt09_seed4042359884927428582_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D10_D10_transverse_crack_China_MotorBike_000326_prompt09_seed4042359884927428582_00001_.txt,0.528041422367096,6,lpips_alex,Greedy Farthest Point Sampling
D10,D10_D10_transverse_crack_China_MotorBike_000530_prompt09_seed1858773759846305126_00001_.png,D10_D10_transverse_crack_China_MotorBike_000530_prompt09_seed1858773759846305126_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000530_prompt09_seed1858773759846305126_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000530_prompt09_seed1858773759846305126_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D10_D10_transverse_crack_China_MotorBike_000530_prompt09_seed1858773759846305126_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D10_D10_transverse_crack_China_MotorBike_000530_prompt09_seed1858773759846305126_00001_.txt,0.517440676689148,7,lpips_alex,Greedy Farthest Point Sampling
D10,D10_D10_transverse_crack_China_MotorBike_001774_prompt03_seed94559142635756015_00001_.png,D10_D10_transverse_crack_China_MotorBike_001774_prompt03_seed94559142635756015_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_001774_prompt03_seed94559142635756015_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_001774_prompt03_seed94559142635756015_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D10_D10_transverse_crack_China_MotorBike_001774_prompt03_seed94559142635756015_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D10_D10_transverse_crack_China_MotorBike_001774_prompt03_seed94559142635756015_00001_.txt,0.49715209007263184,8,lpips_alex,Greedy Farthest Point Sampling
D10,D10_D10_transverse_crack_China_MotorBike_000450_prompt09_seed625559649556745741_00001_.png,D10_D10_transverse_crack_China_MotorBike_000450_prompt09_seed625559649556745741_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000450_prompt09_seed625559649556745741_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000450_prompt09_seed625559649556745741_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D10_D10_transverse_crack_China_MotorBike_000450_prompt09_seed625559649556745741_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D10_D10_transverse_crack_China_MotorBike_000450_prompt09_seed625559649556745741_00001_.txt,0.4844158887863159,9,lpips_alex,Greedy Farthest Point Sampling
D10,D10_D10_transverse_crack_China_MotorBike_000730_prompt06_seed6875869865598543621_00001_.png,D10_D10_transverse_crack_China_MotorBike_000730_prompt06_seed6875869865598543621_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000730_prompt06_seed6875869865598543621_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000730_prompt06_seed6875869865598543621_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/lpips_200/images/D10_D10_transverse_crack_China_MotorBike_000730_prompt06_seed6875869865598543621_00001_.png,/root/autodl-tmp/road_damage_exp/screening/lpips_200/labels/D10_D10_transverse_crack_China_MotorBike_000730_prompt06_seed6875869865598543621_00001_.txt,0.4434880018234253,10,lpips_alex,Greedy Farthest Point Sampling
